district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
BATHINDA,2024-2025,28,3,04,IGNOAPS,PUNJAB,3037,4689,3590,3631,7,1092,0
LUDHIANA,2024-2025,36,3,04,IGNOAPS,PUNJAB,3941,7527,7308,6817,17,202,0
MOGA,2024-2025,38,3,04,IGNOAPS,PUNJAB,1923,3393,3379,3222,2,12,0
MUKTSAR,2024-2025,39,3,04,IGNOAPS,PUNJAB,2194,2759,2518,2758,2,239,0
"LAKSHADWEEP DISTRICT",2024-2025,553,31,04,IGNOAPS,LAKSHADWEEP,118,120,23,1,1,0,96
KOTTAYAM,2024-2025,560,32,04,IGNOAPS,KERALA,33582,34038,31241,23841,0,2275,522
COIMBATORE,2024-2025,569,33,04,IGNOAPS,"TAMIL NADU",63292,71897,3103,60499,44190,22818,1786
ERODE,2024-2025,573,33,04,IGNOAPS,"TAMIL NADU",46378,53449,12832,50532,25728,14004,885
NAMAKKAL,2024-2025,580,33,04,IGNOAPS,"TAMIL NADU",35383,42136,178,38913,30851,10184,923
SALEM,2024-2025,584,33,04,IGNOAPS,"TAMIL NADU",60424,67036,16157,41925,31740,17250,1889
SIVAGANGAI,2024-2025,585,33,04,IGNOAPS,"TAMIL NADU",23188,27254,7510,26624,15574,4170,0
ARIYALUR,2024-2025,610,33,04,IGNOAPS,"TAMIL NADU",14485,15468,4363,11956,6252,4649,204
ADILABAD,2024-2025,501,36,04,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
NALGONDA,2024-2025,514,36,04,IGNOAPS,TELANGANA,30981,33525,2415,26040,21022,6412,3676
RANGAREDDI,2024-2025,518,36,04,IGNOAPS,TELANGANA,21501,22194,2285,19096,14828,4025,1056
WARANGAL,2024-2025,522,36,04,IGNOAPS,TELANGANA,19438,22173,1047,20186,14835,4019,2272
NIRMAL,2024-2025,680,36,04,IGNOAPS,TELANGANA,13726,16439,1201,15303,10495,2944,1799
JAGITIAL,2024-2025,681,36,04,IGNOAPS,TELANGANA,8792,9491,314,8530,6996,1899,282
"RAJANNA SIRCILLA",2024-2025,683,36,04,IGNOAPS,TELANGANA,4995,5606,294,5417,3814,1307,191
SANGAREDDY,2024-2025,691,36,04,IGNOAPS,TELANGANA,22183,25882,1365,22729,17273,5755,1489
NAGARKURNOOL,2024-2025,694,36,04,IGNOAPS,TELANGANA,21182,23181,1342,21014,13522,5493,2824
VIKARABAD,2024-2025,698,36,04,IGNOAPS,TELANGANA,13176,13832,1304,13525,7862,3333,1333
"KOMARAM BHEEM ASIFABAD",2024-2025,699,36,04,IGNOAPS,TELANGANA,6844,8306,369,7383,4027,1480,2430
MULUGU,2024-2025,720,36,04,IGNOAPS,TELANGANA,2815,3435,186,2782,1799,553,897
NARAYANPET,2024-2025,721,36,04,IGNOAPS,TELANGANA,8814,10116,556,9344,7046,1949,565
CHANDIGARH,2024-2025,44,4,04,IGNOAPS,CHANDIGARH,2378,2378,2378,0,0,0,0
DEHRADUN,2024-2025,49,5,04,IGNOAPS,UTTARAKHAND,13637,27037,16810,5847,1042,1815,7370
NAINITAL,2024-2025,51,5,04,IGNOAPS,UTTARAKHAND,7740,13904,9700,8603,74,4054,76
"RUDRA PRAYAG",2024-2025,54,5,04,IGNOAPS,UTTARAKHAND,2871,7078,5527,2310,15,1536,0
"TEHRI GARWAL",2024-2025,55,5,04,IGNOAPS,UTTARAKHAND,5654,21166,17667,2897,56,3439,4
MEWAT,2024-2025,604,6,04,IGNOAPS,HARYANA,8718,14016,6387,6276,6521,1108,0
GURUGRAM,2024-2025,62,6,04,IGNOAPS,HARYANA,7410,13230,7619,3336,3325,2286,0
HISAR,2024-2025,63,6,04,IGNOAPS,HARYANA,14120,19794,10429,11754,3682,5683,0
MAHINDERGARH,2024-2025,69,6,04,IGNOAPS,HARYANA,9106,14560,6492,7928,5625,2443,0
YAMUNANAGAR,2024-2025,76,6,04,IGNOAPS,HARYANA,11634,17293,9129,8677,4640,3524,0
EAST,2024-2025,78,7,04,IGNOAPS,DELHI,10199,10202,10202,4017,0,0,0
"NORTH EAST",2024-2025,81,7,04,IGNOAPS,DELHI,15558,15566,15566,2297,0,0,0
"NORTH WEST- I",2024-2025,82,7,04,IGNOAPS,DELHI,15993,16001,16001,2656,0,0,0
GANGANAGAR,2024-2025,100,8,04,IGNOAPS,RAJASTHAN,20446,22647,5045,20802,6586,10794,222
KAROULI,2024-2025,108,8,04,IGNOAPS,RAJASTHAN,22253,25859,3801,23824,9935,7165,4958
KOTA,2024-2025,109,8,04,IGNOAPS,RAJASTHAN,15815,18193,5408,15913,7111,4529,1145
SIROHI,2024-2025,115,8,04,IGNOAPS,RAJASTHAN,6616,7446,457,6531,1587,1601,3801
BUNDI,2024-2025,94,8,04,IGNOAPS,RAJASTHAN,11245,12660,777,11550,6120,3740,2023
BALLIA,2024-2025,126,9,04,IGNOAPS,"UTTAR PRADESH",84322,144855,27499,71404,93121,19822,4402
BULANDSHAHR,2024-2025,134,9,04,IGNOAPS,"UTTAR PRADESH",33374,57978,12237,28028,30179,15498,23
DEORIA,2024-2025,137,9,04,IGNOAPS,"UTTAR PRADESH",69071,110194,14864,56010,71049,20054,3883
JALAUN,2024-2025,151,9,04,IGNOAPS,"UTTAR PRADESH",58738,88745,18160,44538,37300,33153,24
MAHARAJGANJ,2024-2025,164,9,04,IGNOAPS,"UTTAR PRADESH",91652,134947,17978,64373,86921,28023,399
MAINPURI,2024-2025,166,9,04,IGNOAPS,"UTTAR PRADESH",75312,120497,14221,65745,81392,24852,17
RAMPUR,2024-2025,176,9,04,IGNOAPS,"UTTAR PRADESH",38030,65453,30840,27156,28910,5506,9
"SANT KABEER NAGAR",2024-2025,178,9,04,IGNOAPS,"UTTAR PRADESH",53225,94958,19192,47290,47365,28335,39
UNNAO,2024-2025,186,9,04,IGNOAPS,"UTTAR PRADESH",93857,156176,22787,79636,72180,61110,99
UDHAMPUR,2023-2024,14,1,03,IGNOAPS,"JAMMU AND KASHMIR",3535,4747,3707,1433,77,714,249
BADGAM,2023-2024,2,1,03,IGNOAPS,"JAMMU AND KASHMIR",11736,11755,11199,3747,225,259,72
RAMBAN,2023-2024,621,1,03,IGNOAPS,"JAMMU AND KASHMIR",1634,1689,1559,26,0,38,92
BANDIPORA,2023-2024,623,1,03,IGNOAPS,"JAMMU AND KASHMIR",3715,3723,3001,679,44,5,673
SHOPIAN,2023-2024,625,1,03,IGNOAPS,"JAMMU AND KASHMIR",1573,1573,1352,1119,0,0,221
GANDERWAL,2023-2024,626,1,03,IGNOAPS,"JAMMU AND KASHMIR",4245,4248,1777,2257,1556,0,915
AURANAGABAD,2023-2024,189,10,03,IGNOAPS,BIHAR,43992,66486,43590,50309,667,21599,630
BANKA,2023-2024,190,10,03,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
DARBHANGA,2023-2024,195,10,03,IGNOAPS,BIHAR,96425,150531,103212,126054,24980,21839,500
MUZAFFARPUR,2023-2024,208,10,03,IGNOAPS,BIHAR,172991,226573,180237,193091,1932,43998,406
"PASHCHIM CHAMPARAN",2023-2024,211,10,03,IGNOAPS,BIHAR,82621,122646,98989,102971,8215,11168,4274
PATNA,2023-2024,212,10,03,IGNOAPS,BIHAR,144249,278410,160443,148544,63697,52481,1789
"PURBI CHAMPARAN",2023-2024,213,10,03,IGNOAPS,BIHAR,113586,173824,137793,123924,8262,26182,1587
SAHARSA,2023-2024,216,10,03,IGNOAPS,BIHAR,61730,81686,54118,66250,16054,11233,281
SHEOHAR,2023-2024,220,10,03,IGNOAPS,BIHAR,26806,31255,28253,27272,841,2133,28
SITAMARHI,2023-2024,221,10,03,IGNOAPS,BIHAR,89738,127983,86167,104239,24017,16937,862
"KURUNG KUMEY",2023-2024,233,12,03,IGNOAPS,"ARUNACHAL PRADESH",860,1909,0,0,0,0,1909
LONGDING,2023-2024,666,12,03,IGNOAPS,"ARUNACHAL PRADESH",900,1063,0,2,0,0,1063
"KRA DAADI",2023-2024,677,12,03,IGNOAPS,"ARUNACHAL PRADESH",836,1458,0,0,0,0,1458
LEPARADA,2023-2024,724,12,03,IGNOAPS,"ARUNACHAL PRADESH",497,771,0,0,0,0,771
KOHIMA,2023-2024,245,13,03,IGNOAPS,NAGALAND,1758,7103,0,94,0,0,7103
MON,2023-2024,247,13,03,IGNOAPS,NAGALAND,10,6594,0,0,0,15,6579
PHEK,2023-2024,248,13,03,IGNOAPS,NAGALAND,987,6351,0,45,0,0,6351
PEREN,2023-2024,613,13,03,IGNOAPS,NAGALAND,0,2180,0,0,0,0,2180
BISHNUPUR,2023-2024,252,14,03,IGNOAPS,MANIPUR,4233,5577,4775,4313,222,554,26
UKHRUL,2023-2024,260,14,03,IGNOAPS,MANIPUR,3526,3760,19,499,0,2,3739
CHAMPHAI,2023-2024,262,15,03,IGNOAPS,MIZORAM,1700,2046,19,1818,0,2,2025
LUNGLEI,2023-2024,265,15,03,IGNOAPS,MIZORAM,2631,4518,209,2645,1,39,4269
KHAWZAWL,2023-2024,728,15,03,IGNOAPS,MIZORAM,579,741,1,679,0,2,738
"SOUTH TRIPURA",2023-2024,271,16,03,IGNOAPS,TRIPURA,10923,17171,6106,12,3175,2288,5602
"WEST TRIPURA",2023-2024,272,16,03,IGNOAPS,TRIPURA,13184,22183,8587,171,2850,2811,7935
UNAKOTI,2023-2024,655,16,03,IGNOAPS,TRIPURA,6597,11184,6053,6,1753,1234,2144
"SOUTH GARO HILLS",2023-2024,277,17,03,IGNOAPS,MEGHALAYA,479,4350,313,5,29,49,3958
"WEST KHASI HILLS",2023-2024,279,17,03,IGNOAPS,MEGHALAYA,4546,7284,64,2365,4,3,7213
"SOUTH WEST GARO HILLS",2023-2024,663,17,03,IGNOAPS,MEGHALAYA,1767,2344,456,8,64,35,1789
DARRANG,2023-2024,283,18,03,IGNOAPS,ASSAM,10268,18775,16034,9936,2251,405,85
JORHAT,2023-2024,290,18,03,IGNOAPS,ASSAM,19182,24865,19950,15783,2998,1122,795
KAMRUP,2023-2024,291,18,03,IGNOAPS,ASSAM,32055,43634,36432,22590,2125,2144,2933
MORIGAON,2023-2024,296,18,03,IGNOAPS,ASSAM,13524,23814,17726,9958,1872,2093,2123
"DIMA HASAO",2023-2024,299,18,03,IGNOAPS,ASSAM,2878,3637,600,3637,50,26,2961
CHIRANG,2023-2024,612,18,03,IGNOAPS,ASSAM,5488,8747,2602,7732,1153,867,4125
"PURBA BURDWAN",2023-2024,306,19,03,IGNOAPS,"WEST BENGAL",70333,71651,40371,64485,1034,25447,4576
"DINAJPUR DAKSHIN",2023-2024,310,19,03,IGNOAPS,"WEST BENGAL",24960,26310,14581,25768,100,8015,3603
MALDAH,2023-2024,316,19,03,IGNOAPS,"WEST BENGAL",52906,54834,42424,54073,439,9939,1998
CHAMBA,2023-2024,16,2,03,IGNOAPS,"HIMACHAL PRADESH",1711,10626,5715,0,223,2167,2521
MANDI,2023-2024,22,2,03,IGNOAPS,"HIMACHAL PRADESH",3059,9887,6745,0,832,2127,183
DUMKA,2023-2024,326,20,03,IGNOAPS,JHARKHAND,42626,43164,5478,8452,19550,3310,14826
GODDA,2023-2024,330,20,03,IGNOAPS,JHARKHAND,54679,56521,12045,9584,32205,4777,7494
GUMLA,2023-2024,331,20,03,IGNOAPS,JHARKHAND,25863,26604,2634,19337,5518,1245,17207
JAMTARA,2023-2024,333,20,03,IGNOAPS,JHARKHAND,33667,34429,3644,31687,19237,2728,8820
"SARAIKELA KHARSAWAN",2023-2024,341,20,03,IGNOAPS,JHARKHAND,37048,37251,4167,25878,20013,2044,11027
RAMGARH,2023-2024,607,20,03,IGNOAPS,JHARKHAND,20079,20174,1728,19950,11718,2220,4508
BALESHWAR,2023-2024,346,21,03,IGNOAPS,ODISHA,73268,73538,58277,28686,8451,5096,1714
KENDRAPARA,2023-2024,360,21,03,IGNOAPS,ODISHA,63038,63206,34490,34599,19015,9528,173
KORAPUT,2023-2024,363,21,03,IGNOAPS,ODISHA,63514,65377,16828,32878,5270,8979,34300
MALKANGIRI,2023-2024,364,21,03,IGNOAPS,ODISHA,29271,29285,11788,10758,277,5194,12026
SAMBALPUR,2023-2024,371,21,03,IGNOAPS,ODISHA,31193,31342,12504,25195,5009,4951,8878
MAHASAMUND,2023-2024,385,22,03,IGNOAPS,CHHATTISGARH,33534,34539,5350,12694,15681,4835,8673
BIJAPUR,2023-2024,636,22,03,IGNOAPS,CHHATTISGARH,2300,3437,693,111,218,240,2286
BALODABAZAR,2023-2024,644,22,03,IGNOAPS,CHHATTISGARH,22773,23676,6119,8033,11130,3905,2522
MUNGELI,2023-2024,647,22,03,IGNOAPS,CHHATTISGARH,25302,26031,9873,5475,9645,5055,1458
BURHANPUR,2023-2024,397,23,03,IGNOAPS,"MADHYA PRADESH",13930,28774,3963,8001,15574,3073,6164
DAMOH,2023-2024,400,23,03,IGNOAPS,"MADHYA PRADESH",45256,63709,6888,30650,32215,16577,8029
KHANDWA,2023-2024,405,23,03,IGNOAPS,"MADHYA PRADESH",19331,52343,5269,17438,18452,9550,19072
NEEMUCH,2023-2024,419,23,03,IGNOAPS,"MADHYA PRADESH",9595,24174,3120,7998,13081,5202,2771
RAJGARH,2023-2024,422,23,03,IGNOAPS,"MADHYA PRADESH",62270,126940,10400,37037,84472,27897,4171
SEHORE,2023-2024,427,23,03,IGNOAPS,"MADHYA PRADESH",31556,67391,7385,19501,32019,20712,7275
UMARIA,2023-2024,436,23,03,IGNOAPS,"MADHYA PRADESH",16531,38798,4955,16729,12038,3634,18171
BHAVNAGAR,2023-2024,443,24,03,IGNOAPS,GUJARAT,17096,17777,5177,11691,11267,1244,68
GANDHINAGAR,2023-2024,446,24,03,IGNOAPS,GUJARAT,7141,8401,4734,4106,2671,908,88
NARMADA,2023-2024,452,24,03,IGNOAPS,GUJARAT,40672,45969,5893,14446,2286,1401,36387
RAJKOT,2023-2024,457,24,03,IGNOAPS,GUJARAT,29539,29638,12846,27879,12159,3578,1018
TAPI,2023-2024,641,24,03,IGNOAPS,GUJARAT,19414,19526,1284,19157,367,418,17457
MAHISAGAR,2023-2024,669,24,03,IGNOAPS,GUJARAT,35531,40198,18250,9971,8583,1556,11799
"DEVBHUMI DWARKA",2023-2024,674,24,03,IGNOAPS,GUJARAT,5428,5661,2921,4164,1893,745,102
AHMEDNAGAR,2023-2024,466,27,03,IGNOAPS,MAHARASHTRA,32186,36528,33164,26743,1101,1634,629
BHANDARA,2023-2024,471,27,03,IGNOAPS,MAHARASHTRA,38792,40516,19534,39938,15376,4425,1181
NANDURBAR,2023-2024,486,27,03,IGNOAPS,MAHARASHTRA,43437,45398,11241,7366,2555,1437,30165
PARBHANI,2023-2024,489,27,03,IGNOAPS,MAHARASHTRA,32354,37400,35748,2778,413,1105,134
SOLAPUR,2023-2024,496,27,03,IGNOAPS,MAHARASHTRA,21210,26784,22642,4343,2145,1767,230
WARDHA,2023-2024,498,27,03,IGNOAPS,MAHARASHTRA,26074,30295,16985,6217,8667,2829,1814
KRISHNA,2023-2024,510,28,03,IGNOAPS,"ANDHRA PRADESH",69569,96162,44286,67221,29744,18604,3528
KURNOOL,2023-2024,511,28,03,IGNOAPS,"ANDHRA PRADESH",59795,85819,22699,62108,46033,15117,1970
"Sri Sathya Sai",2023-2024,754,28,03,IGNOAPS,"ANDHRA PRADESH",19532,19532,4822,19505,7887,4648,2175
"BENGALURU URBAN",2023-2024,525,29,03,IGNOAPS,KARNATAKA,4550,5717,2237,1876,2582,854,44
CHITRADURGA,2023-2024,533,29,03,IGNOAPS,KARNATAKA,18540,19400,1087,14189,14598,2151,1564
DAVANAGERE,2023-2024,535,29,03,IGNOAPS,KARNATAKA,14227,14996,3249,11399,9576,1131,1040
HAVERI,2023-2024,540,29,03,IGNOAPS,KARNATAKA,16685,17642,3922,13590,11766,1064,890
KODAGU,2023-2024,541,29,03,IGNOAPS,KARNATAKA,7727,8139,1761,5836,5488,632,258
SHIMOGA,2023-2024,547,29,03,IGNOAPS,KARNATAKA,14648,15613,2890,10863,11031,1381,311
FARIDKOT,2023-2024,29,3,03,IGNOAPS,PUNJAB,2566,4043,3964,3046,4,75,0
FIROZEPUR,2023-2024,31,3,03,IGNOAPS,PUNJAB,4065,9021,7949,8349,62,998,12
JALANDHAR,2023-2024,34,3,03,IGNOAPS,PUNJAB,972,2207,2193,1747,0,14,0
MUKTSAR,2023-2024,39,3,03,IGNOAPS,PUNJAB,2194,2759,2518,2758,2,239,0
"NORTH GOA",2023-2024,551,30,03,IGNOAPS,GOA,4049,4361,2657,14,1299,130,275
ALAPPUZHA,2023-2024,554,32,03,IGNOAPS,KERALA,26388,26783,25445,14741,0,1258,80
KANNUR,2023-2024,557,32,03,IGNOAPS,KERALA,30948,31304,30541,25627,0,542,221
KASARAGOD,2023-2024,558,32,03,IGNOAPS,KERALA,10639,10857,10089,8209,0,309,459
THRISSUR,2023-2024,566,32,03,IGNOAPS,KERALA,30167,30845,28433,22040,0,2339,73
WAYANAD,2023-2024,567,32,03,IGNOAPS,KERALA,13344,13550,11521,10077,0,628,1401
CHENNAI,2023-2024,568,33,03,IGNOAPS,"TAMIL NADU",21064,43485,2042,42397,34074,7362,7
KARUR,2023-2024,576,33,03,IGNOAPS,"TAMIL NADU",16257,19804,1831,11824,11965,6008,0
PERAMBALUR,2023-2024,581,33,03,IGNOAPS,"TAMIL NADU",14839,15454,278,15424,9647,5512,17
THANJAVUR,2023-2024,586,33,03,IGNOAPS,"TAMIL NADU",24499,26599,11620,24098,8996,5973,10
"THE NILGIRIS",2023-2024,587,33,03,IGNOAPS,"TAMIL NADU",6970,8477,307,8086,3024,4110,1036
THIRUVARUR,2023-2024,590,33,03,IGNOAPS,"TAMIL NADU",15642,21061,2155,12969,10235,8671,0
THIRUCHIRAPPALLI,2023-2024,591,33,03,IGNOAPS,"TAMIL NADU",29113,30305,322,28308,24000,5722,261
VIRUDHUNAGAR,2023-2024,597,33,03,IGNOAPS,"TAMIL NADU",27852,36688,3548,32058,26528,6578,34
PONDICHERRY,2023-2024,600,34,03,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
ADILABAD,2023-2024,501,36,03,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
WARANGAL,2023-2024,522,36,03,IGNOAPS,TELANGANA,19438,22173,1047,20186,14835,4019,2272
"JAYASHANKAR BHOOPALPALLI",2023-2024,687,36,03,IGNOAPS,TELANGANA,5485,6669,416,5892,4511,1395,347
ALMORA,2023-2024,45,5,03,IGNOAPS,UTTARAKHAND,13270,24432,17146,8284,306,6969,11
MEWAT,2023-2024,604,6,03,IGNOAPS,HARYANA,8718,14016,6387,6276,6521,1108,0
"IMPHAL WEST",2023-2024,256,14,02,IGNOAPS,MANIPUR,8673,10304,1898,727,7642,563,201
LAWNGTLAI,2023-2024,264,15,02,IGNOAPS,MIZORAM,526,1848,174,792,0,0,1674
MAMIT,2023-2024,266,15,02,IGNOAPS,MIZORAM,1520,2077,20,1617,0,0,2057
SAIHA,2023-2024,267,15,02,IGNOAPS,MIZORAM,676,1170,117,798,1,1,1051
"EAST GARO HILLS",2023-2024,273,17,02,IGNOAPS,MEGHALAYA,3079,3404,98,284,1,6,3299
"WEST GARO HILLS",2023-2024,278,17,02,IGNOAPS,MEGHALAYA,4820,9333,3064,464,151,129,5989
BARPETA,2023-2024,280,18,02,IGNOAPS,ASSAM,18324,21424,20656,18030,331,401,36
DARJEELING,2023-2024,309,19,02,IGNOAPS,"WEST BENGAL",13158,13847,7700,12790,340,3241,2565
"DINAJPUR DAKSHIN",2023-2024,310,19,02,IGNOAPS,"WEST BENGAL",24933,26209,14522,25669,100,8000,3576
MALDAH,2023-2024,316,19,02,IGNOAPS,"WEST BENGAL",52864,54805,42392,54042,437,9944,1998
"PURBA MEDINIPUR",2023-2024,317,19,02,IGNOAPS,"WEST BENGAL",50340,51196,42516,47628,531,7597,524
MURSHIDABAD,2023-2024,319,19,02,IGNOAPS,"WEST BENGAL",131177,135888,115082,127299,3102,15497,1412
KULLU,2023-2024,20,2,02,IGNOAPS,"HIMACHAL PRADESH",1609,4546,2621,0,88,1783,54
"LAHUL AND SPITI",2023-2024,21,2,02,IGNOAPS,"HIMACHAL PRADESH",65,355,79,0,0,12,264
MANDI,2023-2024,22,2,02,IGNOAPS,"HIMACHAL PRADESH",3059,9887,6745,0,832,2127,183
SHIMLA,2023-2024,23,2,02,IGNOAPS,"HIMACHAL PRADESH",4075,14877,10869,0,40,3940,28
PAKUR,2023-2024,337,20,02,IGNOAPS,JHARKHAND,17925,18037,3486,18024,8017,470,6064
KALAHANDI,2023-2024,358,21,02,IGNOAPS,ODISHA,52624,54037,16439,27726,19199,8122,10277
KENDUJHAR,2023-2024,361,21,02,IGNOAPS,ODISHA,46941,48310,24897,24575,7698,3726,11989
SONEPUR,2023-2024,372,21,02,IGNOAPS,ODISHA,33214,33225,8751,19326,13783,7917,2774
BILASPUR,2023-2024,375,22,02,IGNOAPS,CHHATTISGARH,40059,43497,25037,19081,12383,3756,2321
DANTEWADA,2023-2024,376,22,02,IGNOAPS,CHHATTISGARH,5490,6077,1120,2568,766,252,3939
KANKER,2023-2024,381,22,02,IGNOAPS,CHHATTISGARH,11474,13363,4848,7057,2979,657,4879
KOREA,2023-2024,384,22,02,IGNOAPS,CHHATTISGARH,5976,6049,429,2618,2417,634,2569
RAJNANDAGON,2023-2024,388,22,02,IGNOAPS,CHHATTISGARH,17413,17852,11737,4962,4212,995,908
SURGUJA,2023-2024,389,22,02,IGNOAPS,CHHATTISGARH,28734,30046,18158,5944,3422,1553,6913
NARAYANPUR,2023-2024,637,22,02,IGNOAPS,CHHATTISGARH,3685,4505,519,257,223,145,3618
"GAURELA- PENDRA-MARWAHI",2023-2024,734,22,02,IGNOAPS,CHHATTISGARH,8993,10316,7544,4018,952,219,1601
SAKTI,2023-2024,762,22,02,IGNOAPS,CHHATTISGARH,24781,26134,11812,6595,7639,4885,1798
BALAGHAT,2023-2024,392,23,02,IGNOAPS,"MADHYA PRADESH",64469,106204,2425,45401,72172,9288,22319
BETUL,2023-2024,394,23,02,IGNOAPS,"MADHYA PRADESH",30659,61341,2996,30053,27540,7767,23038
BHIND,2023-2024,395,23,02,IGNOAPS,"MADHYA PRADESH",21035,35256,8010,19805,15733,11390,123
CHHINDWARA,2023-2024,399,23,02,IGNOAPS,"MADHYA PRADESH",33269,68895,4437,30690,33082,8723,22653
GWALIOR,2023-2024,407,23,02,IGNOAPS,"MADHYA PRADESH",13409,20318,1585,8557,9853,6930,1950
INDORE,2023-2024,410,23,02,IGNOAPS,"MADHYA PRADESH",20366,26191,3435,9140,9735,8276,4745
MORENA,2023-2024,417,23,02,IGNOAPS,"MADHYA PRADESH",22219,42681,11491,29004,20070,10553,567
RAJGARH,2023-2024,422,23,02,IGNOAPS,"MADHYA PRADESH",62270,126940,10400,37037,84472,27897,4171
SATNA,2023-2024,426,23,02,IGNOAPS,"MADHYA PRADESH",90739,129666,27272,48237,51111,27328,23955
SHIVPURI,2023-2024,432,23,02,IGNOAPS,"MADHYA PRADESH",35846,55266,3180,24459,25869,15003,11214
TIKAMGARH,2023-2024,434,23,02,IGNOAPS,"MADHYA PRADESH",46843,70518,6087,36811,39410,21188,3833
VIDISHA,2023-2024,437,23,02,IGNOAPS,"MADHYA PRADESH",31120,62749,8727,22635,32373,17218,4431
ANAND,2023-2024,440,24,02,IGNOAPS,GUJARAT,53586,61339,49204,23329,10371,1328,195
KHEDA,2023-2024,450,24,02,IGNOAPS,GUJARAT,44049,48367,38726,9388,8249,1153,187
SURAT,2023-2024,459,24,02,IGNOAPS,GUJARAT,19386,22187,4506,9252,385,656,16637
"GIR SOMNATH",2023-2024,675,24,02,IGNOAPS,GUJARAT,9972,10731,7416,5156,2275,904,104
AKOLA,2023-2024,467,27,02,IGNOAPS,MAHARASHTRA,18055,19536,19516,1,4,16,0
GADCHIROLI,2023-2024,475,27,02,IGNOAPS,MAHARASHTRA,35258,36825,9300,13328,11664,5111,10750
PARBHANI,2023-2024,489,27,02,IGNOAPS,MAHARASHTRA,32410,37470,35793,2679,417,1125,135
PUNE,2023-2024,490,27,02,IGNOAPS,MAHARASHTRA,7374,10123,8480,877,671,755,217
RAIGAD,2023-2024,491,27,02,IGNOAPS,MAHARASHTRA,6717,6839,3200,1363,1923,389,1327
SANGLI,2023-2024,493,27,02,IGNOAPS,MAHARASHTRA,3930,3934,2319,3336,844,771,0
SINDHUDURG,2023-2024,495,27,02,IGNOAPS,MAHARASHTRA,3989,4038,3291,1409,541,181,25
WARDHA,2023-2024,498,27,02,IGNOAPS,MAHARASHTRA,26001,30223,16972,6161,8640,2809,1802
"WEST GODAVARI",2023-2024,523,28,02,IGNOAPS,"ANDHRA PRADESH",73461,100088,43793,72652,35023,18287,2985
Bapatla,2023-2024,750,28,02,IGNOAPS,"ANDHRA PRADESH",19898,19898,8215,19875,10411,799,473
Annamayya,2023-2024,753,28,02,IGNOAPS,"ANDHRA PRADESH",22418,22418,10076,22394,7471,4168,703
"BENGALURU RURAL",2023-2024,526,29,02,IGNOAPS,KARNATAKA,19218,19723,5073,15222,12064,2099,487
BELLARY,2023-2024,528,29,02,IGNOAPS,KARNATAKA,20359,21018,2134,12340,13342,2860,2682
"CHAMARAJA NAGARA",2023-2024,531,29,02,IGNOAPS,KARNATAKA,26262,27639,548,18058,25241,1399,451
CHITRADURGA,2023-2024,533,29,02,IGNOAPS,KARNATAKA,18376,19236,962,14025,14598,2122,1554
DHARWAR,2023-2024,536,29,02,IGNOAPS,KARNATAKA,7002,7183,773,4747,6059,180,171
GADAG,2023-2024,537,29,02,IGNOAPS,KARNATAKA,14037,14783,3770,10159,9678,856,479
KODAGU,2023-2024,541,29,02,IGNOAPS,KARNATAKA,7723,8135,1759,5832,5488,631,257
CHIKKABALLAPURA,2023-2024,630,29,02,IGNOAPS,KARNATAKA,26507,27915,6110,20834,15544,3899,2362
BATHINDA,2023-2024,28,3,02,IGNOAPS,PUNJAB,3037,4689,3590,3631,7,1092,0
FIROZEPUR,2023-2024,31,3,02,IGNOAPS,PUNJAB,4065,9021,7949,8349,62,998,12
GURDASPUR,2023-2024,32,3,02,IGNOAPS,PUNJAB,3422,7321,7285,6074,10,26,0
RUPNAGAR,2023-2024,42,3,02,IGNOAPS,PUNJAB,1302,2451,2443,2402,1,7,0
ALAPPUZHA,2023-2024,554,32,02,IGNOAPS,KERALA,26388,26783,25445,14741,0,1258,80
IDUKKI,2023-2024,556,32,02,IGNOAPS,KERALA,26874,27299,22026,15498,0,4252,1021
MALAPPURAM,2023-2024,562,32,02,IGNOAPS,KERALA,28234,28856,27219,23981,0,1567,70
CHENNAI,2023-2024,568,33,02,IGNOAPS,"TAMIL NADU",21064,43485,2042,42397,34074,7362,7
NAMAKKAL,2023-2024,580,33,02,IGNOAPS,"TAMIL NADU",35383,42136,178,38913,30851,10184,923
THIRUCHIRAPPALLI,2023-2024,591,33,02,IGNOAPS,"TAMIL NADU",29113,30305,322,28308,24000,5722,261
TIRUNELVELI,2023-2024,592,33,02,IGNOAPS,"TAMIL NADU",28406,31836,8307,30653,16137,7334,58
PONDICHERRY,2023-2024,600,34,02,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
ADILABAD,2023-2024,501,36,02,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
MEDAK,2023-2024,513,36,02,IGNOAPS,TELANGANA,15842,17638,526,16360,12464,3078,1570
NALGONDA,2023-2024,514,36,02,IGNOAPS,TELANGANA,30981,33525,2415,26040,21022,6412,3676
